0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.8572390531668816,0.8282618351510285,0.8512770081353009,0.8977693936452642,0.8748928901365517,0.8855528565365827,0.8803462918804453,0.8975359243815185,0.9451022133624876,0.9626795466479766,0.9627941209548628,0.92372716662592,0.943290493553704,0.9510860254181578,0.9462560772988912
0.817202904696493,0.8690833306108852,0.8863576543116409,0.8363868910439901,0.7988682517890497,0.9648057618417336,0.895317004644934,0.9599959267234224,0.5946128561216862,0.8909009136215995,0.964536484633162,0.6291166764088422,0.9066517364429264,0.7239523125181553,0.6801045029527721
0.9370096780115214,0.8489075231219434,0.9629459431119892,0.9910175533013822,1.0,0.9693839347355974,0.9577905106049605,0.9878810916063608,0.982615579441772,0.989013551367982,0.9449128809116606,0.9561771202813494,0.9302409201551431,0.9332686738104724,0.978075854059391
0.5461345352624706,0.7578082600874333,0.8517206268780588,0.7498371189190342,1.0,0.9240108324247484,0.8911949878058859,0.8135218426689202,0.8114690655836047,0.9642712833964048,0.8537613553116247,0.8497719957679372,0.9075525795383536,0.9039336044617164,0.8646547029736266
0.7201555475208131,1.0,0.8089673330130488,0.7135576962724153,0.8857689361591399,0.8720776886853995,0.9206876630545712,0.8690640937700695,0.9045160941593876,0.8850691087790649,0.9336741920468984,0.8331775685072207,0.8835561201365543,0.9613016152549722,0.8577669545501663
0.6924463612880969,0.8907134911730411,0.8237330251342773,0.7455305037135259,0.6650793496401576,0.9584310194074674,0.9238414318864304,0.944259971605656,0.9031533895009564,0.907536088762124,0.8905465525511117,0.8764384080697311,0.9602443775920284,0.9205743456179376,0.927397674255502
0.8442863839275757,0.8676090842466737,1.0000000000000002,0.93233673939006,0.9373841014078196,0.9781441445078132,0.9544091278029908,0.9544503011752744,0.9436333922994076,0.9721476990086022,0.9733715217846888,0.9649219366031664,0.9659981196574444,0.9756150244892572,0.9787464418802492
1.0,0.9318400679694973,0.9478519384833154,0.9555959638875064,0.9428209031774152,0.942231326985888,0.9373876645536704,0.9641199718649468,0.956505862917564,0.9703670937605328,0.9709867787568496,0.968417240067184,0.9744706580049524,0.974878666532898,0.983980050791927
0.8715955749225344,0.7424105897442485,0.8405683188563897,0.8925779355879137,0.8608578202049877,0.9845388780535216,0.9468424025144404,0.9007456568001516,0.9376507674293147,0.9669840437608824,0.9364689749286196,0.9509492368789264,0.9718101813594316,0.9447391830295404,0.937478840304865
0.9186624200162582,1.0,0.9999999999999998,0.9999999999999998,1.0,0.97954342642028,0.96737965499212,0.9834331546487116,0.9684932465642252,0.9658629697648488,0.9858300690222698,0.9577389552594336,0.9654691828876824,0.9933315364643834,0.9720463932582856
0.9682983561870628,0.9828551236200403,0.981467766002464,1.0000000000000002,1.0000000000000002,0.9857449036661956,0.9847969914006948,0.9764436281217662,0.9824427249919988,0.998599346485963,0.995609695673387,0.9923125357133996,0.9951375211377712,0.9916468561741218,0.9941455627272588
0.5739653220064642,0.9746908334648398,0.9528807205069808,1.0,0.9999999999999998,0.8778042178943789,0.881403852984101,0.928316526844108,0.897562807850445,0.9509462958175564,0.9258360112727306,0.9007892081574648,0.9134053137342534,0.916531528389846,0.9199575075536336
0.7716043643305787,0.9673575231586486,0.9984358522461616,0.9957338926494742,1.0,0.9865186630974552,0.9723832205542304,0.9721852985636168,0.961793014083106,0.9824828963332826,0.9825293441950332,0.9736594847460426,0.9985063051626364,0.9889584015009588,0.9898410501747836
0.9151632411593956,0.9465484175696008,0.9318968229045504,0.962140737562897,0.9730030137816212,0.9382136362742598,0.9421735416604984,0.9233828119439514,0.924109917030522,0.9656396972311556,0.9826934892424144,0.9764487546898124,0.9713765884469414,0.9700340042873437,0.9809000132404776
0.751106187757852,0.7604161422785712,0.8376862731735338,0.9567104447087348,0.9636319676716524,0.9782906687999676,0.9675776996211812,0.947933230668262,0.9358299500659124,0.9792488699566414,0.96360571377348,0.9639685516064604,0.9672770134561302,0.9790564119937774,0.9836155188843644
0.9570727567120814,0.5824897093569682,1.0,1.0,1.0,0.9856942046492004,0.8455082627644919,0.9152446182213406,0.9152446182213406,0.8406798875559232,0.9119643842981908,0.9119643842981908,0.959204162628103,0.959204162628103,1.0
0.8145257444136142,0.8216718453221438,0.7945170145174394,0.8430689110443824,0.8447395993441663,0.9754924287926048,0.9616582150130648,0.7038325401625269,0.9282706359050988,0.9408397727513488,0.7096879084987848,0.922288514522676,0.711766477754375,0.8991013875248547,0.7995374024657461
0.6731908741219959,0.8191968830400171,0.85533227807936,0.8330866930365932,0.8043605269396238,0.9519203357669668,0.9354120089411412,0.8973902563506786,0.907113432622326,0.983385628624917,0.9476411047830134,0.9226339430344443,0.9664123634375804,0.9409766134175964,0.947341190557929
0.9452352845003008,0.9707163253398268,0.9672578244265748,0.9555218127021424,0.9622820652556264,0.9095790904018763,0.8955805996057191,0.9032361846743584,0.8732613897551491,0.9793898223139558,0.9786823374479626,0.954738429161811,0.96597260924416,0.9469050069970736,0.9725422232782018
0.9227183010418434,0.7316302062866444,1.0000000000000002,0.9814170596773316,1.0000000000000002,0.9338672989048302,0.726832418514238,0.7732112438200752,0.7435823417263231,0.79386469671697,0.8329360939472158,0.8154722939218148,0.9785210114158868,0.9598174177467972,0.9835969736785372
1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9291175023972964,0.933780772010267,0.9361979785954152,0.5753279912982004,0.9133213104260912,0.9154995469331524,0.5947504733051054,0.985092689474962,0.5951719268881679,0.6149664818567946
0.9294385421559574,0.8966150629895588,0.9035456614684818,0.884373040827754,0.8394385418746854,0.9889554176636446,0.985461388057946,0.989970503637098,0.9782362806005428,0.9880575887312264,0.9832128101651816,0.977349402290438,0.9847564105522552,0.9888697437209488,0.980378886184053
0.9451152498545492,0.9669818469216293,1.0,1.0000000000000002,1.0,0.95481541228101,0.9466563362142516,0.9277456072542664,0.9729950247731084,0.9762149481276854,0.9041684031990616,0.976595720598087,0.8989857198118474,0.9847346606114448,0.8962014092532921
0.9938000626482176,0.9800350184405774,0.9461004041249024,0.5658190756475489,0.6560485805786864,0.9980121877644952,0.9720211968208758,0.8661344871670218,0.9748616405753404,0.9746151914570756,0.8617100460561087,0.9730468995535292,0.9066093222490124,0.9765492047772076,0.9379514890573796
0.96954984714087,1.0,1.0,1.0,0.9752039314961414,0.9791424843165524,0.9407685866866332,0.9455060130289018,0.985685804892542,0.9411925535206332,0.9471615791293624,0.9815231060010056,0.9816554351753406,0.9640719209245404,0.9586503781616316
